lake,year,month,area_m2,temp_C,source,region,hemisphere,pet_mm,precip_mm,snow_cover_pct,snow_depth_cm
Aral Sea,2007,8,1823175113,27.48831212,Landsat-7/8/9,Central Asia,north,-8.03118499,0.159464247,0,-7.35E-22
Aral Sea,2008,6,300537518,24.90296978,Landsat-7/8/9,Central Asia,north,-7.842273436,0.4695657,0,-7.35E-22
Aral Sea,2008,7,14728123719,28.61907199,GSW,Central Asia,north,-8.081963525,0.362776744,0,-7.35E-22
Aral Sea,2008,8,183003723.4,27.33099269,Landsat-7/8/9,Central Asia,north,-8.275806821,0.025085899,0,-7.35E-22
Aral Sea,2009,6,2161936.002,25.70121061,Landsat-7/8/9,Central Asia,north,-8.656672315,0.11573017,0,-7.35E-22
Aral Sea,2009,7,9891990810,27.83047983,GSW,Central Asia,north,-8.387918348,0.074915321,0,-7.35E-22
Aral Sea,2009,8,4255948258,24.54905903,Landsat-7/8/9,Central Asia,north,-6.817978624,0.860051391,0,-7.35E-22
Aral Sea,2010,6,13402283621,27.7932319,GSW,Central Asia,north,-8.646339938,0.03934377,0,-7.35E-22
Aral Sea,2010,7,14254480457,28.74976749,GSW,Central Asia,north,-9.054922508,0.136877653,0,-7.35E-22
Aral Sea,2010,8,15040252289,27.94554991,GSW,Central Asia,north,-8.483884522,0.042968044,0,-7.35E-22
Aral Sea,2011,6,1459750021,25.67381088,Landsat-7/8/9,Central Asia,north,-7.185278521,0.184732574,0,-7.35E-22
Aral Sea,2011,7,2103280.055,28.6686014,Landsat-7/8/9,Central Asia,north,-8.741843557,0.075400154,0,-7.35E-22
Aral Sea,2011,8,9905615346,26.1580868,GSW,Central Asia,north,-8.462713306,0.242721066,0,-7.35E-22
Aral Sea,2012,6,9844524444,27.19844546,GSW,Central Asia,north,-7.501629581,0.340256909,0,-7.35E-22
Aral Sea,2012,7,10521693700,29.38483206,GSW,Central Asia,north,-8.923039345,0.189238406,0,-7.35E-22
Aral Sea,2012,8,11597309497,27.74909947,GSW,Central Asia,north,-8.556803801,0.199912814,0,-7.35E-22
Aral Sea,2013,6,900.4469604,25.54351889,Landsat-7/8/9,Central Asia,north,-7.570802571,0.225217694,0,-7.35E-22
Aral Sea,2013,7,112546.7435,27.58442627,Landsat-7/8/9,Central Asia,north,-8.081284841,0.171296643,0,-7.35E-22
Aral Sea,2013,8,11946424253,24.79621821,GSW,Central Asia,north,-7.564734466,0.340066064,0,-7.35E-22
Aral Sea,2014,6,240408.4242,27.11181173,Landsat-7/8/9,Central Asia,north,-7.885222068,0.234283121,0,-7.35E-22
Aral Sea,2014,7,160264.8916,26.08580176,Landsat-7/8/9,Central Asia,north,-8.448498403,0.031630254,0,-7.35E-22
Aral Sea,2014,8,7367338110,29.02993216,GSW,Central Asia,north,-8.226687022,0.020335256,0,-7.35E-22
Aral Sea,2015,6,10702426473,27.71437216,GSW,Central Asia,north,-8.054458314,0.220460297,0,-7.35E-22
Aral Sea,2015,7,9781593538,28.32157972,GSW,Central Asia,north,-8.997272272,0.14364503,0,-7.35E-22
Aral Sea,2015,8,11130033248,25.85892992,GSW,Central Asia,north,-7.9154727,0.023629746,0,-7.35E-22
Aral Sea,2016,6,20999461.34,25.19567362,Landsat-7/8/9,Central Asia,north,-7.259940066,0.733651874,0,-7.35E-22
Aral Sea,2016,7,1508216.363,28.07157236,Landsat-7/8/9,Central Asia,north,-8.091725914,0.353554545,0,-7.35E-22
Aral Sea,2016,8,9088949400,28.00117772,GSW,Central Asia,north,-9.193182066,0.00480793,0,-7.35E-22
Aral Sea,2017,6,14526657056,24.77921145,GSW,Central Asia,north,-7.298280491,0.236306919,0,-7.35E-22
Aral Sea,2017,7,1800.893799,29.246371,Landsat-7/8/9,Central Asia,north,-8.261341269,0.162804515,0,-7.35E-22
Aral Sea,2017,8,12749712198,27.61145832,GSW,Central Asia,north,-8.355699427,0.072818255,0,-7.35E-22
Aral Sea,2018,6,262486.4819,24.57897324,Landsat-7/8/9,Central Asia,north,-7.504833187,0.049256781,0,-7.35E-22
Aral Sea,2018,7,65732.81262,30.76155883,Landsat-7/8/9,Central Asia,north,-9.252990883,0.074812832,0,-7.35E-22
Aral Sea,2018,8,10305913499,25.31012983,GSW,Central Asia,north,-7.272030419,0.461152676,0,-7.35E-22
Aral Sea,2019,6,46765519.1,26.727664,Sentinel-2,Central Asia,north,-7.896978756,0.042623851,0,-7.35E-22
Aral Sea,2019,7,1016582.953,29.99018906,Landsat-7/8/9,Central Asia,north,-9.062660792,0.214971836,0,-7.35E-22
Aral Sea,2019,8,8104.100342,24.59018385,Landsat-7/8/9,Central Asia,north,-7.972247392,0.125962228,0,-7.35E-22
Aral Sea,2020,6,8890829.105,26.3883388,Landsat-7/8/9,Central Asia,north,-8.903554202,0.034097424,0,-7.35E-22
Aral Sea,2020,7,45561596.75,29.50240422,Sentinel-2,Central Asia,north,-9.096273333,0.09258997,0,-7.35E-22
Aral Sea,2020,8,15308.69226,25.23820154,Sentinel-2,Central Asia,north,-7.443837806,0.204811941,0,-7.35E-22
Aral Sea,2021,6,132353.0434,27.90709219,Landsat-7/8/9,Central Asia,north,-8.379834428,0.094188364,0,-7.35E-22
Aral Sea,2021,7,98139.25177,29.63774238,Landsat-7/8/9,Central Asia,north,-8.68360495,0.137565651,0,-7.35E-22
Aral Sea,2021,8,17086574.74,28.65600892,Landsat-7/8/9,Central Asia,north,-8.534630552,0.026307382,0,-7.35E-22
Aral Sea,2022,6, -   ,26.82924451,GSW,Central Asia,north,-8.24696857,0.039820585,0,-7.35E-22
Aral Sea,2022,7, -   ,28.17553662,GSW,Central Asia,north,-8.824949112,0.193781349,0,-7.35E-22
Aral Sea,2022,8, -   ,26.32655187,GSW,Central Asia,north,-8.457183819,0.100260924,0,-7.35E-22
Aral Sea,2023,6,53434525.68,24.34623853,Landsat-7/8/9,Central Asia,north,-8.668237184,0.068578319,0,-7.35E-22
Aral Sea,2023,7,17977.6983,27.18266096,Landsat-7/8/9,Central Asia,north,-8.738017709,0.126601458,0,-7.35E-22
Aral Sea,2023,8,98888686.67,25.23365041,Landsat-7/8/9,Central Asia,north,-8.018727999,0.414025061,0,-7.35E-22
Aral Sea,2024,6,169193917.6,25.15946985,Sentinel-2,Central Asia,north,-7.994409731,0.093141481,0,-7.35E-22
Aral Sea,2024,7,937791627.1,25.48583012,Landsat-7/8/9,Central Asia,north,-7.599001294,0.379144521,0,-7.35E-22
Aral Sea,2024,8,1578621641,25.11039659,Landsat-7/8/9,Central Asia,north,-7.55870705,0.094850017,0,-7.35E-22
Lake Geneva,2000,6,546518830.5,15.44770793,Landsat-7/8/9,Europe,north,-7.823304098,2.588793579,60.40056786,0.103335812
Lake Geneva,2000,7,471161152,13.86878093,Landsat-7/8/9,Europe,north,-6.718810057,8.089353603,16.89050319,0.012495037
Lake Geneva,2000,8,509158328.2,16.97840972,Landsat-7/8/9,Europe,north,-6.605014769,4.521106902,0.030532683,-7.35E-22
Lake Geneva,2001,6,494326717,13.29432178,Landsat-7/8/9,Europe,north,-7.110503086,7.216534105,306.5331564,0.847632404
Lake Geneva,2001,7,402670573.1,16.18360929,Landsat-7/8/9,Europe,north,-7.11295946,4.996203925,8.517353843,0.005780264
Lake Geneva,2001,8,1178322.45,17.22967976,Landsat-7/8/9,Europe,north,-6.854681281,4.305404379,0.006775194,-7.35E-22
Lake Geneva,2002,6,508085170.5,16.49752101,Landsat-7/8/9,Europe,north,-7.632213153,5.405718244,52.95653854,0.090587007
Lake Geneva,2002,7, -   ,15.72787825,GSW,Europe,north,-6.764353826,6.032005255,0.05798793,-7.28E-22
Lake Geneva,2002,8,352986913.3,15.20223256,Landsat-7/8/9,Europe,north,-5.651996227,6.207578974,8.005186206,0.005909162
Lake Geneva,2003,6,481419310.2,19.36447691,GSW,Europe,north,-9.110124988,2.496578582,0.57324106,-7.28E-22
Lake Geneva,2003,7,578689821.3,17.90836428,GSW,Europe,north,-8.816412935,4.143146844,0.013445659,-7.28E-22
Lake Geneva,2003,8,900.1464844,20.59413657,Landsat-7/8/9,Europe,north,-9.249910418,3.360268463,0.004583931,-7.30E-22
Lake Geneva,2004,6,211211218.5,14.06303434,GSW,Europe,north,-6.857421825,4.737324364,236.6006393,0.767333058
Lake Geneva,2004,7,572487138.2,15.83193787,GSW,Europe,north,-7.452170128,4.344022225,1.13264171,3.79E-04
Lake Geneva,2004,8,296596588.2,16.337832,Landsat-7/8/9,Europe,north,-6.405242517,5.551108639,0.217805179,-7.35E-22
Lake Geneva,2005,6,248580622.1,15.91139627,Landsat-7/8/9,Europe,north,-8.757910515,2.912497534,5.170786457,0.004354331
Lake Geneva,2005,7,514986060.6,16.22308094,GSW,Europe,north,-7.126643168,4.711538656,0.01670033,-7.35E-22
Lake Geneva,2005,8,2170053.268,14.57442072,Landsat-7/8/9,Europe,north,-5.712511858,6.573833106,0.616993831,-7.35E-22
Lake Geneva,2006,6,33484769.64,15.27567586,Landsat-7/8/9,Europe,north,-8.059806142,2.643248321,256.0489274,0.387567704
Lake Geneva,2006,7,552058359,20.01091241,GSW,Europe,north,-8.670704659,3.146237049,0,-7.35E-22
Lake Geneva,2006,8,292760855,13.01628229,GSW,Europe,north,-5.378390629,8.606382515,13.14384487,0.011592752
Lake Geneva,2007,6, -   ,14.40735247,GSW,Europe,north,-6.255786441,6.934857789,34.66035572,0.031346351
Lake Geneva,2007,7,350569468.1,15.36474145,Landsat-7/8/9,Europe,north,-6.851035233,7.282785807,10.67756133,0.009764014
Lake Geneva,2007,8, -   ,15.12390628,GSW,Europe,north,-5.911243315,7.227050783,18.56299336,0.016873537
Lake Geneva,2008,6,329640924.7,14.44080525,Landsat-7/8/9,Europe,north,-6.054089121,5.32313206,115.2637234,0.234235629
Lake Geneva,2008,7,801920.4279,16.01064137,Landsat-7/8/9,Europe,north,-7.683329823,5.124524808,0.897153355,-7.35E-22
Lake Geneva,2008,8,350575793.7,16.07386236,Landsat-7/8/9,Europe,north,-7.021087785,4.926420279,0.710597854,-7.35E-22
Lake Geneva,2009,6,295252319.3,14.36112687,Landsat-7/8/9,Europe,north,-7.962522126,4.061883677,2.756029842,0.003439962
Lake Geneva,2009,7,328180249.5,16.64617367,Landsat-7/8/9,Europe,north,-7.729884274,5.499999408,5.439425734,0.003959581
Lake Geneva,2009,8,334292928.9,18.08899171,Landsat-7/8/9,Europe,north,-7.689593045,2.852207466,0,-7.35E-22
Lake Geneva,2010,6,4500.974304,14.27302464,Landsat-7/8/9,Europe,north,-6.407553927,4.046442854,47.40056496,0.06736525
Lake Geneva,2010,7,574112398.6,17.96426855,GSW,Europe,north,-7.882722092,4.753592611,0.008056117,-7.35E-22
Lake Geneva,2010,8,187617348.7,15.09280679,Landsat-7/8/9,Europe,north,-5.85567617,8.289893913,9.813502503,0.006606016
Lake Geneva,2011,6,381228660.2,14.30600317,Landsat-7/8/9,Europe,north,-6.476560697,6.004715307,45.25400453,0.042479905
Lake Geneva,2011,7,54925270.65,14.26737624,Landsat-7/8/9,Europe,north,-6.802175746,6.736117332,2.782083325,0.001019099
Lake Geneva,2011,8,572836603.5,17.31444364,GSW,Europe,north,-7.345709858,3.4146735,1.725628313,-7.35E-22
Lake Geneva,2012,6,398593669,15.20761279,Landsat-7/8/9,Europe,north,-6.82984867,6.342080948,72.65148883,0.136168517
Lake Geneva,2012,7,463240262.3,15.90361088,Landsat-7/8/9,Europe,north,-7.708842022,4.638578314,0.065770139,-7.35E-22
Lake Geneva,2012,8,16321864.18,17.79833187,Landsat-7/8/9,Europe,north,-7.599273805,5.838828463,7.013784338,0.00412876
Lake Geneva,2013,6,349341580.5,13.28756014,Landsat-7/8/9,Europe,north,-6.325918542,4.478433215,825.061871,4.68308122
Lake Geneva,2013,7,10486196.61,17.99577747,Landsat-7/8/9,Europe,north,-7.841230676,3.98300407,0.871414061,-7.35E-22
Lake Geneva,2013,8,29745896.92,16.76463054,Landsat-7/8/9,Europe,north,-7.366535986,3.298086377,0.001095632,-7.35E-22
Lake Geneva,2014,6,471079776.6,15.1355477,Landsat-7/8/9,Europe,north,-8.104216374,3.454394492,52.15722672,0.096939256
Lake Geneva,2014,7,19696122.45,15.06680171,Landsat-7/8/9,Europe,north,-5.6011427,9.562804932,7.822570146,0.005409683
Lake Geneva,2014,8,559137755.7,14.072251,Landsat-7/8/9,Europe,north,-5.787401191,5.233282867,0.219094157,-7.35E-22
Lake Geneva,2015,6,579465008.8,15.90893251,GSW,Europe,north,-7.566459378,3.30633833,5.700339195,0.00483367
Lake Geneva,2015,7,6190369.884,20.3064925,Landsat-7/8/9,Europe,north,-10.85865393,2.396525097,0,-7.35E-22
Lake Geneva,2015,8,575932906.9,17.94583572,Landsat-7/8/9,Europe,north,-6.942793724,4.606842924,0.071643048,-7.35E-22
Lake Geneva,2016,6,431522625.1,13.83166589,Landsat-7/8/9,Europe,north,-5.189922254,6.762724832,254.3837683,0.891542269
Lake Geneva,2016,7,218364541.8,17.13517595,Landsat-7/8/9,Europe,north,-7.508241088,5.672604429,2.165274784,0.001019099
Lake Geneva,2016,8,19656524.41,17.26735728,Landsat-7/8/9,Europe,north,-7.314105299,3.265896248,0.004583931,-7.35E-22
Lake Geneva,2017,6,144265067,17.13672121,Sentinel-2,Europe,north,-8.244489468,4.591094353,0.237494328,-7.35E-22
Lake Geneva,2017,7,225573058.9,17.43511055,Sentinel-2,Europe,north,-7.836557768,4.322325854,0.02730218,-7.35E-22
Lake Geneva,2017,8,302435865.5,17.93673365,Sentinel-2,Europe,north,-7.320188761,4.533334625,0.928813895,-7.35E-22
Lake Geneva,2018,6,13507898.4,15.50373205,Sentinel-2,Europe,north,-7.692487622,3.945924813,27.32383528,0.034161964
Lake Geneva,2018,7,410422060.2,19.03880651,Sentinel-2,Europe,north,-9.468254971,2.459784014,0,-7.35E-22
Lake Geneva,2018,8,560433249.8,18.35134922,Sentinel-2,Europe,north,-7.814701825,3.507471171,0.287498647,-7.35E-22
Lake Geneva,2019,6,188839459.4,16.98473111,Sentinel-2,Europe,north,-7.836564648,4.605945517,261.636207,0.89376173
Lake Geneva,2019,7,579986581.7,18.92137681,GSW,Europe,north,-9.204297663,3.27708869,0.012454757,-7.35E-22
Lake Geneva,2019,8,290692949.4,17.83440221,Sentinel-2,Europe,north,-7.716252557,4.268159409,0,-7.35E-22
Lake Geneva,2020,6,105149066.3,14.14471092,Sentinel-2,Europe,north,-6.241509889,5.952298457,0.993085596,-7.35E-22
Lake Geneva,2020,7,139438395.8,17.72190445,Sentinel-2,Europe,north,-8.366617293,3.188944272,0,-7.35E-22
Lake Geneva,2020,8,92015860.31,17.8596425,Sentinel-2,Europe,north,-7.576806632,5.111251444,0.107621667,-7.35E-22
Lake Geneva,2021,6,120523368.8,16.04734478,Sentinel-2,Europe,north,-6.935719688,5.266580824,322.7608587,1.080695868
Lake Geneva,2021,7,533033780.8,15.97748296,Sentinel-2,Europe,north,-6.327327773,10.06594413,1.433916317,-7.35E-22
Lake Geneva,2021,8,576580206.8,15.39910766,Sentinel-2,Europe,north,-6.548317913,4.645769893,0,-7.35E-22
Lake Geneva,2022,6,72031953.23,17.50914679,Sentinel-2,Europe,north,-8.371213749,6.032223993,0.377549922,-7.35E-22
Lake Geneva,2022,7,36825809.73,19.34298365,Sentinel-2,Europe,north,-10.92376767,2.45354333,0,-7.35E-22
Lake Geneva,2022,8,135988094.9,19.1442334,Sentinel-2,Europe,north,-9.337695276,2.244277471,0,-7.35E-22
Lake Geneva,2023,6,383737740.3,17.02665653,Sentinel-2,Europe,north,-8.561773276,3.557667724,1.562846413,0.001776374
Lake Geneva,2023,7,196330103.9,18.23825874,Sentinel-2,Europe,north,-8.216782809,6.052340372,0,-7.35E-22
Lake Geneva,2023,8,406381591.2,18.31628351,Sentinel-2,Europe,north,-7.790684506,4.558613246,21.63985806,0.022408089
Lake Geneva,2024,6,1342693.441,15.05399889,Sentinel-2,Europe,north,-6.177460751,5.935565235,104.8459834,0.331010414
Lake Geneva,2024,7,285281476.1,18.10426918,Sentinel-2,Europe,north,-7.800056608,4.769772741,0,-7.35E-22
Lake Geneva,2024,8,317063529.1,18.92610307,Sentinel-2,Europe,north,-7.51007743,3.486361001,0,-7.35E-22
Lake Constance,2000,6,518730500.5,17.12729595,Landsat-7/8/9,Europe,north,-6.636513554,3.126630709,0.054956719,-7.35E-22
Lake Constance,2000,7,361036229.7,15.26439348,GSW,Europe,north,-5.495685118,7.54630815,0.069379167,-7.35E-22
Lake Constance,2000,8,112709421.9,18.38128011,Landsat-7/8/9,Europe,north,-4.86467676,4.768184875,0,-7.35E-22
Lake Constance,2001,6,67370498.2,14.39973356,Landsat-7/8/9,Europe,north,-5.751131004,7.60104786,9.387476742,0.008066729
Lake Constance,2001,7,138959230.4,17.74346441,Landsat-7/8/9,Europe,north,-6.086393334,3.604524159,0,-7.35E-22
Lake Constance,2001,8,148069276.1,18.72375351,Landsat-7/8/9,Europe,north,-5.526808895,3.486368748,0,-7.35E-22
Lake Constance,2002,6,160842507,17.98023812,GSW,Europe,north,-6.444150412,3.9499188,0,-7.28E-22
Lake Constance,2002,7,13927747.74,17.31213804,Landsat-7/8/9,Europe,north,-5.544573571,4.344606503,0,-7.28E-22
Lake Constance,2002,8,107755514.1,17.16380945,Landsat-7/8/9,Europe,north,-4.722822158,6.131285363,0,-7.28E-22
Lake Constance,2003,6,85907312.81,21.2582417,GSW,Europe,north,-7.705898153,2.173416539,0,-7.28E-22
Lake Constance,2003,7,72064383.1,19.50265421,GSW,Europe,north,-7.298385375,3.400367429,0,-7.28E-22
Lake Constance,2003,8,75155997.4,22.49727069,Landsat-7/8/9,Europe,north,-7.990960917,1.713186652,0,-7.30E-22
Lake Constance,2004,6,327478797.3,15.41488075,Landsat-7/8/9,Europe,north,-5.862029486,4.267617259,0.060960394,-7.28E-22
Lake Constance,2004,7,53037758.57,17.20344492,Landsat-7/8/9,Europe,north,-6.119853087,4.629452309,0.002309106,-7.31E-22
Lake Constance,2004,8,84622692.3,18.05072212,GSW,Europe,north,-5.578048011,3.575036185,0,-7.35E-22
Lake Constance,2005,6,96854056.96,17.27394223,Landsat-7/8/9,Europe,north,-6.872286713,2.431918326,0.0746409,-7.35E-22
Lake Constance,2005,7,456682873.9,17.68701947,GSW,Europe,north,-5.953317543,5.213759603,4.62E-04,-7.35E-22
Lake Constance,2005,8,529877087.5,15.74919783,GSW,Europe,north,-4.611014103,6.107038027,0.007048451,-7.35E-22
Lake Constance,2006,6,571912.9378,17.07698246,Landsat-7/8/9,Europe,north,-6.602996261,2.459042436,16.09184821,0.009683103
Lake Constance,2006,7,453259773.2,21.7745499,Landsat-7/8/9,Europe,north,-8.167140745,2.377365547,0,-7.35E-22
Lake Constance,2006,8,62608844.23,14.50398465,GSW,Europe,north,-4.597188722,7.474220813,0.267402027,-7.35E-22
Lake Constance,2007,6, -   ,16.72214559,GSW,Europe,north,-5.841835724,5.265954977,1.228164187,2.31E-04
Lake Constance,2007,7,94064523.97,17.1781891,Landsat-7/8/9,Europe,north,-6.157673927,6.996321846,0.007048451,-7.35E-22
Lake Constance,2007,8, -   ,16.63553882,GSW,Europe,north,-4.490236615,5.948547742,0,-7.35E-22
Lake Constance,2008,6, -   ,16.71226482,GSW,Europe,north,-5.503271487,4.249525923,0.02355288,-7.35E-22
Lake Constance,2008,7,93103467.04,17.61454515,Landsat-7/8/9,Europe,north,-6.125738274,6.021060103,0,-7.35E-22
Lake Constance,2008,8,470538614.6,17.45400106,Landsat-7/8/9,Europe,north,-5.190134273,4.482414797,0,-7.35E-22
Lake Constance,2009,6,38639865.58,15.37578966,Landsat-7/8/9,Europe,north,-5.726830598,5.538404042,0.020622965,-7.35E-22
Lake Constance,2009,7,448500993.5,17.89339536,Landsat-7/8/9,Europe,north,-6.051488707,5.618472967,0.008895736,-7.35E-22
Lake Constance,2009,8,424864316.6,19.06226814,Landsat-7/8/9,Europe,north,-5.500777604,2.692768881,0,-7.35E-22
Lake Constance,2010,6,86946000.53,16.11460249,Landsat-7/8/9,Europe,north,-5.41603725,5.20678115,0.055993924,-7.35E-22
Lake Constance,2010,7,113695527.3,19.42887731,Landsat-7/8/9,Europe,north,-6.409678812,6.807916599,0,-7.35E-22
Lake Constance,2010,8,815088.8456,16.50020276,Landsat-7/8/9,Europe,north,-4.584039564,6.893263672,0.232076493,-7.35E-22
Lake Constance,2011,6,358244258.7,16.19933027,Landsat-7/8/9,Europe,north,-5.589642954,5.193182169,0.017852038,-7.35E-22
Lake Constance,2011,7,228206715.1,16.00518025,GSW,Europe,north,-5.512154363,5.740937087,0.002309106,-7.35E-22
Lake Constance,2011,8,997920.6193,18.76909121,Landsat-7/8/9,Europe,north,-5.794777381,3.568932959,0.002309106,-7.35E-22
Lake Constance,2012,6,385629383.9,16.90170152,Landsat-7/8/9,Europe,north,-5.569653731,5.425243901,0.047991547,-7.35E-22
Lake Constance,2012,7, -   ,17.51524011,GSW,Europe,north,-6.183270183,3.399251549,0,-7.35E-22
Lake Constance,2012,8,84348140.69,19.17621932,Landsat-7/8/9,Europe,north,-5.801132906,4.892626076,0.001847285,-7.35E-22
Lake Constance,2013,6,69946813.3,15.26021366,Landsat-7/8/9,Europe,north,-5.463427762,5.973908357,2.063046009,2.31E-04
Lake Constance,2013,7,525899090.2,19.91520311,Landsat-7/8/9,Europe,north,-7.504532126,1.824395979,0,-7.35E-22
Lake Constance,2013,8,1469862.71,18.27370153,Landsat-7/8/9,Europe,north,-5.655054091,3.726891634,0,-7.35E-22
Lake Constance,2014,6,531849168.5,17.24730466,GSW,Europe,north,-7.220532486,2.884705834,0,-7.35E-22
Lake Constance,2014,7,95071258.72,17.59232202,Landsat-7/8/9,Europe,north,-5.18468355,9.186771532,0,-7.35E-22
Lake Constance,2014,8,482190270.6,15.98016665,GSW,Europe,north,-4.626783142,4.568441841,0,-7.35E-22
Lake Constance,2015,6,62485262.49,16.9343384,Landsat-7/8/9,Europe,north,-5.828912614,4.742335875,0.007048451,-7.35E-22
Lake Constance,2015,7,530204961.6,21.06872064,GSW,Europe,north,-7.97112701,2.190278326,0,-7.35E-22
Lake Constance,2015,8,475041802.7,19.94666034,Landsat-7/8/9,Europe,north,-5.974341216,2.897930186,0,-7.35E-22
Lake Constance,2016,6,80157.83075,15.96359031,Landsat-7/8/9,Europe,north,-4.738215495,6.761362291,0.001847285,-7.35E-22
Lake Constance,2016,7,18292625.46,18.73158223,Landsat-7/8/9,Europe,north,-5.990756478,4.83514032,0.008956302,-7.35E-22
Lake Constance,2016,8,55840.28845,18.32147043,Landsat-7/8/9,Europe,north,-5.410852704,4.572342796,0,-7.35E-22
Lake Constance,2017,6,16246925.8,18.74610226,Sentinel-2,Europe,north,-7.164273412,3.823483689,0,-7.35E-22
Lake Constance,2017,7,3409654.025,18.77740323,Sentinel-2,Europe,north,-6.23846053,3.812563922,0,-7.35E-22
Lake Constance,2017,8,37716407.11,19.18005,Sentinel-2,Europe,north,-5.394745766,4.935491036,0,-7.35E-22
Lake Constance,2018,6,50381772.07,17.66325826,Sentinel-2,Europe,north,-6.643846477,2.99074553,0,-7.35E-22
Lake Constance,2018,7,20114868.17,20.43348176,Sentinel-2,Europe,north,-7.415455928,2.031515896,0,-7.35E-22
Lake Constance,2018,8,394225196,20.81443045,Sentinel-2,Europe,north,-7.064012173,3.134213853,0,-7.35E-22
Lake Constance,2019,6,4373895.4,18.95689264,Sentinel-2,Europe,north,-6.684934247,2.960273662,0.338514916,4.62E-04
Lake Constance,2019,7,13568433.48,19.77600062,Sentinel-2,Europe,north,-7.139393244,4.70394266,0,-7.35E-22
Lake Constance,2019,8,21256975.84,18.96236894,Sentinel-2,Europe,north,-5.254603012,4.811738942,0,-7.35E-22
Lake Constance,2020,6,20136485.45,15.82992672,Sentinel-2,Europe,north,-5.647598343,5.299729721,0.033637237,-7.35E-22
Lake Constance,2020,7,20127478.25,18.76349076,Sentinel-2,Europe,north,-6.557244526,3.236676843,0,-7.35E-22
Lake Constance,2020,8,21289402.04,19.24503842,Sentinel-2,Europe,north,-5.579097833,7.104422096,0,-7.35E-22
Lake Constance,2021,6,8800025.606,18.25007271,Sentinel-2,Europe,north,-5.991781671,8.782943472,0.307572898,4.62E-04
Lake Constance,2021,7,509520964.8,17.6303436,Sentinel-2,Europe,north,-5.097626135,6.629688186,0,-7.35E-22
Lake Constance,2021,8,77923215.91,16.44361181,Sentinel-2,Europe,north,-4.431659826,5.597583396,0,-7.35E-22
Lake Constance,2022,6,21179514.45,18.98356543,Sentinel-2,Europe,north,-6.709577847,4.930133473,0,-7.35E-22
Lake Constance,2022,7,379091898.2,20.22378879,Sentinel-2,Europe,north,-8.05371582,2.015725412,0,-7.35E-22
Lake Constance,2022,8,21236253.42,19.82059705,Sentinel-2,Europe,north,-7.104783602,4.013362282,0,-7.35E-22
Lake Constance,2023,6,20129279.64,17.42331215,Sentinel-2,Europe,north,-9.091933953,1.832245556,0,-7.35E-22
Lake Constance,2023,7,504584666.6,18.33963323,Sentinel-2,Europe,north,-6.944878203,4.150911606,0,-7.35E-22
Lake Constance,2023,8,384835676.2,17.97141321,Sentinel-2,Europe,north,-5.647223667,6.127249343,0.004739345,-7.35E-22
Lake Constance,2024,6,36048500.6,15.81744846,Sentinel-2,Europe,north,-5.305220785,5.404025432,0.064972924,-7.35E-22
Lake Constance,2024,7,20712942.14,18.37645453,Sentinel-2,Europe,north,-6.054709361,3.778117074,0,-7.35E-22
Lake Constance,2024,8,21283096.94,19.00200845,Sentinel-2,Europe,north,-5.671197399,2.833336092,0,-7.35E-22
Lake Ladoga,2000,6,1434369461,13.79903993,Landsat-7/8/9,Europe,north,-11.88257467,2.632727697,0,-7.35E-22
Lake Ladoga,2000,7,8494587421,17.40063688,Landsat-7/8/9,Europe,north,-7.714742122,4.836344081,0,-7.35E-22
Lake Ladoga,2000,8,1801.438232,15.8379244,Landsat-7/8/9,Europe,north,-7.379712933,2.403277076,0,-7.35E-22
Lake Ladoga,2001,6,281838483.8,13.47962227,Landsat-7/8/9,Europe,north,-10.32099812,2.033064378,0.175765796,-7.35E-22
Lake Ladoga,2001,7,1361147662,20.16495681,Landsat-7/8/9,Europe,north,-13.17149429,1.450524599,0,-7.35E-22
Lake Ladoga,2001,8,2432587.111,16.07297309,Landsat-7/8/9,Europe,north,-10.54193226,2.090703139,0,-7.35E-22
Lake Ladoga,2002,6,2346173319,14.76828015,Landsat-7/8/9,Europe,north,-11.82289913,2.429480715,0,-7.28E-22
Lake Ladoga,2002,7,7982012632,19.23674999,Landsat-7/8/9,Europe,north,-10.33766932,2.624624157,0,-7.28E-22
Lake Ladoga,2002,8,1895595045,17.57019948,Landsat-7/8/9,Europe,north,-11.07107146,0.716695045,0,-7.28E-22
Lake Ladoga,2003,6, -   ,10.8220456,GSW,Europe,north,-9.336181862,1.998638689,0.028685728,-7.28E-22
Lake Ladoga,2003,7,3334311878,19.31474168,Landsat-7/8/9,Europe,north,-8.650455323,2.47519851,0,-7.28E-22
Lake Ladoga,2003,8,1105623502,16.00534782,Landsat-7/8/9,Europe,north,-7.027312428,5.11186792,0,-7.30E-22
Lake Ladoga,2004,6,90087150.34,12.77957673,Landsat-7/8/9,Europe,north,-9.936978269,2.862747308,0,-7.28E-22
Lake Ladoga,2004,7,5281957283,17.19977333,Landsat-7/8/9,Europe,north,-8.357440542,3.971050284,0,-7.31E-22
Lake Ladoga,2004,8,8209768.58,16.73915731,Landsat-7/8/9,Europe,north,-8.139368128,3.841275627,0,-7.35E-22
Lake Ladoga,2005,6,924565067.7,13.51684758,Landsat-7/8/9,Europe,north,-10.74309793,2.153276564,0,-7.35E-22
Lake Ladoga,2005,7,4034877780,18.34632362,Landsat-7/8/9,Europe,north,-11.67455443,2.498165109,0,-7.35E-22
