area_m2,lake,source,valid_days,year,region,hemisphere,pet_mm,precip_mm,snow_cover_pct,snow_depth_cm,temp_C
4729838.181,Lake Labynkyr,10day-mean,6,2007,Siberia,north,-108.1272126,77.47312661,389.9605568,0.466821851,9.930525898
10400000.0,Lake Labynkyr,10day-mean,6,2008,Siberia,north,-119.585718,71.84882315,34.19759839,0.037019361,12.21530659
5853908.08,Lake Labynkyr,10day-mean,8,2009,Siberia,north,-116.1600238,75.56317296,637.4971171,1.111444271,11.5272797
14100000.0,Lake Labynkyr,10day-mean,6,2010,Siberia,north,-112.0658138,77.12029803,38.8211843,0.038774105,11.21373418
1308224.996,Lake Labynkyr,10day-mean,7,2011,Siberia,north,-103.436029,76.79917335,781.915576,1.421691939,10.94408073
7523989.594,Lake Labynkyr,10day-mean,9,2012,Siberia,north,-120.3947594,85.85586919,141.3170772,0.14601281,11.01417251
128821.9832,Lake Labynkyr,10day-mean,8,2013,Siberia,north,-93.33549533,110.1894213,248.2733522,0.366995493,10.23567482
2722074.285,Lake Labynkyr,10day-mean,9,2014,Siberia,north,-87.6458538,106.1782916,425.6315291,0.860686094,10.12681597
5386558.897,Lake Labynkyr,10day-mean,9,2015,Siberia,north,-109.9222423,67.50333728,131.6258525,0.156746974,10.869776
1843943.349,Lake Labynkyr,10day-mean,8,2016,Siberia,north,-96.60545084,114.5208099,670.2158993,1.332284994,10.13254054
3396431.666,Lake Labynkyr,10day-mean,10,2017,Siberia,north,-100.4767505,73.0772715,505.6778726,1.157135458,10.57328241
9238101.296,Lake Labynkyr,10day-mean,8,2018,Siberia,north,-93.80201389,92.97988968,506.6026159,0.963764686,10.32177695
9974243.366,Lake Labynkyr,10day-mean,10,2019,Siberia,north,-95.30054435,105.6204434,106.5612682,0.109157008,9.566970333
3993961.172,Lake Labynkyr,10day-mean,10,2020,Siberia,north,-111.2559449,59.95560237,380.5239524,0.693962777,10.04240568
16400000.0,Lake Labynkyr,10day-mean,9,2021,Siberia,north,-125.4493509,62.58680726,143.0765383,0.197837576,12.35563448
15700000.0,Lake Labynkyr,10day-mean,10,2022,Siberia,north,-121.8350577,73.59443126,197.4319848,0.366516022,12.73885073
26300000.0,Lake Labynkyr,10day-mean,10,2023,Siberia,north,-108.6420126,110.8688954,205.152284,0.253903173,12.02279083
10500000.0,Lake Labynkyr,10day-mean,10,2024,Siberia,north,-94.84494862,82.55837682,365.1991181,0.532300482,9.362329752
24500000.0,Lake Labynkyr,10day-mean,9,2025,Siberia,north,-93.39894815,131.751504,281.7071467,0.317623999,10.55013974
233000000.0,Lake Pekulney,10day-mean,2,2000,Siberia,north,-75.03161352,59.20070723,1331.2285,4.359718695,7.794367594
89000000.0,Lake Pekulney,10day-mean,5,2001,Siberia,north,-66.63324627,63.60976402,1047.794814,3.560060974,7.397423819
93000000.0,Lake Pekulney,10day-mean,7,2002,Siberia,north,-82.92299653,31.04194147,1316.97192,4.640232087,8.282289471
52300000.0,Lake Pekulney,10day-mean,2,2003,Siberia,north,-74.76471033,58.31256079,569.4303772,1.207404374,8.348976825
72600000.0,Lake Pekulney,10day-mean,8,2004,Siberia,north,-66.67589106,53.93031526,861.3033646,2.398062451,8.901814721
132000000.0,Lake Pekulney,10day-mean,9,2005,Siberia,north,-68.88210619,66.45552957,598.3458093,1.281864004,8.661315899
61500000.0,Lake Pekulney,10day-mean,7,2006,Siberia,north,-64.52812878,56.68852918,1055.137258,2.672242217,8.054094181
52100000.0,Lake Pekulney,10day-mean,8,2007,Siberia,north,-81.59704425,34.69033317,175.3863721,0.216665966,9.330290641
120000000.0,Lake Pekulney,10day-mean,6,2008,Siberia,north,-75.75721543,40.60746236,275.7571601,0.293885462,7.979875107
159000000.0,Lake Pekulney,10day-mean,6,2009,Siberia,north,-57.55856237,86.23800135,1433.997647,6.169885184,7.286891969
93300000.0,Lake Pekulney,10day-mean,3,2010,Siberia,north,-74.95072998,53.03825583,663.4379072,1.407708457,8.870917149
104000000.0,Lake Pekulney,10day-mean,5,2011,Siberia,north,-64.90367795,67.05195932,1877.933674,8.708975113,7.802427936
69300000.0,Lake Pekulney,10day-mean,4,2012,Siberia,north,-78.96903712,49.40777831,248.0260625,0.257701537,8.264188397
116000000.0,Lake Pekulney,10day-mean,9,2013,Siberia,north,-56.17762608,87.5701513,214.4938098,0.286332644,8.129197526
77000000.0,Lake Pekulney,10day-mean,10,2014,Siberia,north,-70.82659087,42.04970852,1593.135946,6.203828821,9.093509838
114000000.0,Lake Pekulney,10day-mean,6,2015,Siberia,north,-65.05313851,64.04310231,1623.738783,7.27156749,8.310751194
106000000.0,Lake Pekulney,10day-mean,9,2016,Siberia,north,-95.32448179,34.15601107,83.33997261,0.106458645,10.80353084
85600000.0,Lake Pekulney,10day-mean,9,2017,Siberia,north,-68.16138497,43.68624963,897.545672,3.364794598,9.587709992
132000000.0,Lake Pekulney,10day-mean,6,2018,Siberia,north,-66.61389025,63.0728096,1593.817811,7.942848783,9.084600325
169000000.0,Lake Pekulney,10day-mean,9,2019,Siberia,north,-76.22765711,50.20581993,652.5979051,1.565658558,9.893124983
202000000.0,Lake Pekulney,10day-mean,10,2020,Siberia,north,-79.25293571,55.5120528,1032.806257,4.168217331,9.51337274
122000000.0,Lake Pekulney,10day-mean,10,2021,Siberia,north,-59.30683616,72.24046857,1807.891909,8.63108644,7.707696585
154000000.0,Lake Pekulney,10day-mean,8,2022,Siberia,north,-73.09686105,71.66138412,43.51651934,0.04600253,8.680701217
149000000.0,Lake Pekulney,10day-mean,10,2023,Siberia,north,-61.26439782,55.54857672,540.7630865,1.084159797,8.438286144
197000000.0,Lake Pekulney,10day-mean,9,2024,Siberia,north,-67.21837035,51.17660079,1141.330125,3.175408669,7.447046528
145000000.0,Lake Pekulney,10day-mean,9,2025,Siberia,north,-51.05575838,71.05930423,980.7713634,2.188186139,7.943719762
1480000000.0,Lake Uvs,10day-mean,7,2000,Siberia,north,-154.4512353,56.39011766,0.086466333,7.76e-05,19.28789705
1380000000.0,Lake Uvs,10day-mean,10,2001,Siberia,north,-171.7282429,35.1872241,0.013082999,1.8e-06,20.52730069
2010000000.0,Lake Uvs,10day-mean,10,2002,Siberia,north,-182.7030791,26.00611659,0.04658897,3.28e-05,21.15528396
1220000000.0,Lake Uvs,10day-mean,8,2003,Siberia,north,-153.3505155,56.19526618,0.249376071,0.000205,18.70088246
1900000000.0,Lake Uvs,10day-mean,9,2004,Siberia,north,-170.7756565,25.24888572,0.778109605,0.000707,19.57194188
1970000000.0,Lake Uvs,10day-mean,10,2005,Siberia,north,-164.9569108,41.62955262,0.880712078,0.000797,19.94756897
2000000000.0,Lake Uvs,10day-mean,10,2006,Siberia,north,-159.4215891,42.68680081,0.262445177,0.000169,18.84782939
1540000000.0,Lake Uvs,10day-mean,10,2007,Siberia,north,-183.6995101,19.92801505,5.749422821,0.005716216,21.00272972
2040000000.0,Lake Uvs,10day-mean,10,2008,Siberia,north,-172.6691618,34.41618128,0.95328749,0.000883,20.11805321
1650000000.0,Lake Uvs,10day-mean,10,2009,Siberia,north,-167.8549658,25.85532029,1.085543833,0.000988,18.54986777
1990000000.0,Lake Uvs,10day-mean,10,2010,Siberia,north,-168.9078857,32.85222792,0.096829691,6.18e-05,19.3733715
1200000000.0,Lake Uvs,10day-mean,9,2011,Siberia,north,-174.117628,26.27371403,0.045768581,3.2e-05,19.95720104
1340000000.0,Lake Uvs,10day-mean,9,2012,Siberia,north,-170.8638157,31.23988487,0.16687703,0.000152,20.3244344
1420000000.0,Lake Uvs,10day-mean,10,2013,Siberia,north,-166.8847956,30.81284571,0.149619169,9.3e-05,19.14107264
1230000000.0,Lake Uvs,10day-mean,10,2014,Siberia,north,-181.3500733,15.67408609,1.449799344,0.001305651,19.90637265
1490000000.0,Lake Uvs,10day-mean,10,2015,Siberia,north,-187.4047726,19.14751731,0.130828905,9.51e-05,21.02514309
842000000.0,Lake Uvs,10day-mean,10,2016,Siberia,north,-164.2643788,41.20164256,0.044443312,2.31e-05,20.10693682
1280000000.0,Lake Uvs,10day-mean,10,2017,Siberia,north,-181.3662753,28.05207065,0.136747953,0.000111,20.69710887
1430000000.0,Lake Uvs,10day-mean,10,2018,Siberia,north,-165.0765715,55.9953347,0.019848056,1.41e-05,20.1244928
859000000.0,Lake Uvs,10day-mean,10,2019,Siberia,north,-156.8877447,51.53697919,0.026606153,9.93e-06,19.47573647
1420000000.0,Lake Uvs,10day-mean,10,2020,Siberia,north,-154.010157,62.48177796,2.753756929,0.00266111,18.72801833
1250000000.0,Lake Uvs,10day-mean,10,2021,Siberia,north,-171.3283314,26.26069475,0.562023826,0.00049,19.52990842
745000000.0,Lake Uvs,10day-mean,10,2022,Siberia,north,-177.2397272,22.35135466,0.430939398,0.000373,19.30313223
1490000000.0,Lake Uvs,10day-mean,10,2023,Siberia,north,-175.8896632,22.32527142,0.023391623,1.23e-05,20.8275403
1920000000.0,Lake Uvs,10day-mean,10,2024,Siberia,north,-182.8469829,22.11540934,0.020915342,6.14e-06,22.26514865
1760000000.0,Lake Uvs,10day-mean,10,2025,Siberia,north,-189.6901483,19.36088864,0.15882125,9.98e-05,21.28559862
72600000.0,Lake Ozhogino,10day-mean,6,2000,Siberia,north,-99.29532171,47.83868127,66.07411439,0.077835662,9.436177991
51800000.0,Lake Ozhogino,10day-mean,7,2001,Siberia,north,-133.569645,42.42015801,185.3446947,0.216357563,11.38294726
48400000.0,Lake Ozhogino,10day-mean,6,2002,Siberia,north,-104.1241348,32.15834498,527.4940419,1.301166367,11.06229669
3105681.715,Lake Ozhogino,10day-mean,3,2003,Siberia,north,-100.1853863,50.0337002,189.849191,0.253493044,10.5311427
7756931.045,Lake Ozhogino,10day-mean,6,2004,Siberia,north,-84.99372224,31.52601082,396.5055386,0.613360011,8.421341471
48700000.0,Lake Ozhogino,10day-mean,5,2005,Siberia,north,-112.7213502,44.09616345,0.541465962,0.000255,11.74576046
11200000.0,Lake Ozhogino,10day-mean,4,2006,Siberia,north,-85.54006817,61.64113435,67.60842158,0.078442976,9.52173517
9611520.221,Lake Ozhogino,10day-mean,6,2007,Siberia,north,-100.8220327,47.67897503,110.7019283,0.127383806,11.69872159
34200000.0,Lake Ozhogino,10day-mean,6,2008,Siberia,north,-100.394104,53.94129666,379.5816226,0.435143943,10.38371611
8289911.737,Lake Ozhogino,10day-mean,8,2009,Siberia,north,-93.13203573,43.01612516,11.89527426,0.016158183,9.258049086
49500000.0,Lake Ozhogino,10day-mean,10,2010,Siberia,north,-114.6197817,48.66511224,10.92741178,0.011785756,12.31598353
22000000.0,Lake Ozhogino,10day-mean,8,2011,Siberia,north,-112.3173926,52.11217401,157.6620818,0.246150502,11.89404323
8302871.113,Lake Ozhogino,10day-mean,6,2012,Siberia,north,-96.47184714,48.90413557,32.10158246,0.037363954,9.989124389
10100000.0,Lake Ozhogino,10day-mean,10,2013,Siberia,north,-102.9673937,55.79141934,287.8517421,0.337853542,9.876069193
26500000.0,Lake Ozhogino,10day-mean,10,2014,Siberia,north,-112.9492464,44.80219236,6.631126018,0.009113742,11.97662159
2526646.249,Lake Ozhogino,10day-mean,10,2015,Siberia,north,-92.63782664,58.94183432,87.09705593,0.134269915,10.09448084
30000000.0,Lake Ozhogino,10day-mean,10,2016,Siberia,north,-97.84784674,61.4354168,88.68927709,0.112001524,10.40058711
23300000.0,Lake Ozhogino,10day-mean,10,2017,Siberia,north,-86.61848822,42.73797361,1054.926165,3.477730071,9.454311363
17400000.0,Lake Ozhogino,10day-mean,10,2018,Siberia,north,-118.3365223,21.98927028,358.3786807,0.628701556,10.91934815
79800000.0,Lake Ozhogino,10day-mean,10,2019,Siberia,north,-139.7430565,16.81086901,1.48268413,0.001165581,12.8725385
97100000.0,Lake Ozhogino,10day-mean,10,2020,Siberia,north,-125.8668501,36.16424951,0.175103723,0.000242,13.22691475
148000000.0,Lake Ozhogino,10day-mean,10,2021,Siberia,north,-126.1656711,45.0277436,38.28397239,0.044332116,12.63103747
98100000.0,Lake Ozhogino,10day-mean,10,2022,Siberia,north,-121.0841881,29.3621824,0.035313553,-7.35e-22,11.80339257
78700000.0,Lake Ozhogino,10day-mean,10,2023,Siberia,north,-132.6743572,30.50413104,6.589299266,0.007423682,12.65827164
95600000.0,Lake Ozhogino,10day-mean,10,2024,Siberia,north,-146.599674,21.40101908,0.749293385,0.000785,13.05450515
67900000.0,Lake Ozhogino,10day-mean,10,2025,Siberia,north,-101.4676446,42.44047557,86.11825939,0.097900237,10.55810871
44900000.0,Lake Yessey,10day-mean,5,2000,Siberia,north,-300.1146085,53.21902468,363.8406139,0.667392613,10.45501434
68200000.0,Lake Yessey,10day-mean,4,2001,Siberia,north,-348.7762843,63.32168848,18.5873301,0.018616694,13.10787516
71000000.0,Lake Yessey,10day-mean,5,2002,Siberia,north,-350.7373735,65.59845432,157.0524669,0.161755562,12.80594375
114000000.0,Lake Yessey,10day-mean,3,2003,Siberia,north,-307.0284282,74.86669959,751.6718292,1.170984963,10.7312297
75400000.0,Lake Yessey,10day-mean,6,2004,Siberia,north,-284.3334822,53.62204836,1029.474808,2.251755387,8.423250762
12800000.0,Lake Yessey,10day-mean,5,2005,Siberia,north,-286.6395447,86.61075599,50.16936248,0.050216209,10.66203734
22200000.0,Lake Yessey,10day-mean,6,2006,Siberia,north,-351.8609076,57.71389475,454.9906305,0.538507983,11.31832236
1376429.528,Lake Yessey,10day-mean,6,2007,Siberia,north,-263.7345527,104.501402,330.7132085,0.479929285,10.33107082
32900000.0,Lake Yessey,10day-mean,5,2008,Siberia,north,-271.1247818,105.8085941,200.0738348,0.204753402,10.3303986
15200000.0,Lake Yessey,10day-mean,7,2009,Siberia,north,-402.71135,42.93615593,336.9360343,0.384809953,12.22553012
48900000.0,Lake Yessey,10day-mean,7,2010,Siberia,north,-347.3390409,59.26428883,101.7541253,0.105894025,10.55324797
63600000.0,Lake Yessey,10day-mean,9,2011,Siberia,north,-341.3715228,77.98534462,0.244033234,1.84e-05,11.78130852
31300000.0,Lake Yessey,10day-mean,8,2012,Siberia,north,-431.7750231,39.62431986,120.4624426,0.123178886,13.05208015
38100000.0,Lake Yessey,10day-mean,10,2013,Siberia,north,-428.5408119,51.13795379,42.81504336,0.043751976,12.94002005
38900000.0,Lake Yessey,10day-mean,9,2014,Siberia,north,-322.8305249,65.27848213,120.8529608,0.12463909,11.50113641
73100000.0,Lake Yessey,10day-mean,9,2015,Siberia,north,-335.8689773,67.97084438,38.70927977,0.039294987,11.90345461
74000000.0,Lake Yessey,10day-mean,9,2016,Siberia,north,-415.2269289,50.13577368,271.2813952,0.333651827,11.3945852
32000000.0,Lake Yessey,10day-mean,10,2017,Siberia,north,-329.333157,65.92303417,933.1395927,2.056923862,10.89611721
75300000.0,Lake Yessey,10day-mean,10,2018,Siberia,north,-354.4836328,58.54215272,156.9730826,0.174104236,12.61629441
46600000.0,Lake Yessey,10day-mean,10,2019,Siberia,north,-426.83642,44.66602307,11.56840833,0.011237346,14.83413568
39900000.0,Lake Yessey,10day-mean,10,2020,Siberia,north,-343.3064681,87.87100552,304.547135,0.374113558,13.18808025
92100000.0,Lake Yessey,10day-mean,10,2021,Siberia,north,-329.5013477,72.01146039,0.46746801,0.00012,12.73514676
81600000.0,Lake Yessey,10day-mean,10,2022,Siberia,north,-296.02535,81.78337971,91.30128881,0.093666211,11.28145893
15700000.0,Lake Yessey,10day-mean,10,2023,Siberia,north,-354.6970472,65.05154839,83.75068327,0.086149447,12.53192554
82500000.0,Lake Yessey,10day-mean,9,2024,Siberia,north,-374.7809098,52.94545382,59.09483012,0.059873458,13.07427292
31500000.0,Lake Yessey,10day-mean,10,2025,Siberia,north,-308.840118,50.8416509,652.0845662,2.134972507,12.01127168
1180800.882,Supraglacial Lakes,10day-mean,6,2000,Greenland,north,-87.37514291,57.56304812,202.2319906,0.222912983,7.628549578
1868714.649,Supraglacial Lakes,10day-mean,7,2001,Greenland,north,-89.53083257,58.12726065,610.2119512,0.935786209,7.695777134
4566800.138,Supraglacial Lakes,10day-mean,6,2002,Greenland,north,-84.87765454,52.66185018,80.41951931,0.077341896,6.208791662
1147475.817,Supraglacial Lakes,10day-mean,2,2003,Greenland,north,-102.5632024,51.75604781,49.740433,0.048864252,8.408222182
15600000.0,Supraglacial Lakes,10day-mean,3,2004,Greenland,north,-78.39804772,69.5749673,139.5463434,0.138802211,7.575511729
1356975.19,Supraglacial Lakes,10day-mean,4,2005,Greenland,north,-79.85966643,51.74716248,358.4057192,0.55250933,7.182627909
1111972.865,Supraglacial Lakes,10day-mean,7,2006,Greenland,north,-84.66448786,49.14986511,158.150829,0.156924444,6.981296892
725858.5353,Supraglacial Lakes,10day-mean,7,2007,Greenland,north,-80.60929375,59.63790969,174.9000488,0.273940846,8.517846219
3470127.636,Supraglacial Lakes,10day-mean,10,2008,Greenland,north,-101.8465845,41.62891841,162.4226951,0.161238316,7.737567367
699107.4713,Supraglacial Lakes,10day-mean,9,2009,Greenland,north,-94.46190658,44.71428823,77.61656344,0.077411678,7.495410431
744055.5415,Supraglacial Lakes,10day-mean,8,2010,Greenland,north,-87.19355573,63.34105478,29.54972367,0.029276035,9.231305234
1396059.69,Supraglacial Lakes,10day-mean,9,2011,Greenland,north,-80.96541864,50.37133335,513.7361873,0.764058797,8.299937651
331436.3507,Supraglacial Lakes,10day-mean,7,2012,Greenland,north,-85.96225895,59.66530063,1.606469062,0.001347474,10.02897841
1690715.148,Supraglacial Lakes,10day-mean,8,2013,Greenland,north,-94.6829286,36.86796696,743.4365742,1.221826703,7.172180855
3786965.386,Supraglacial Lakes,10day-mean,8,2014,Greenland,north,-106.0527025,33.33934636,28.21039179,0.026531556,9.253156197
2076530.257,Supraglacial Lakes,10day-mean,8,2015,Greenland,north,-97.99219433,38.96105057,541.4029333,0.772982739,7.628675467
4778231.101,Supraglacial Lakes,10day-mean,10,2016,Greenland,north,-106.9267103,35.24143957,94.90657637,0.093963897,9.15736922
4456289.352,Supraglacial Lakes,10day-mean,10,2017,Greenland,north,-100.5218416,43.10453198,242.3403813,0.240200843,7.454016748
1144918.158,Supraglacial Lakes,10day-mean,8,2018,Greenland,north,-77.92573365,58.8932679,508.5113736,0.685246526,6.554899366
10800000.0,Supraglacial Lakes,10day-mean,10,2019,Greenland,north,-113.3503938,29.20498162,3.706351228,0.002833896,9.495849514
15400000.0,Supraglacial Lakes,10day-mean,9,2020,Greenland,north,-85.94126684,67.57736989,138.8654212,0.137526349,7.457094779
9249307.976,Supraglacial Lakes,10day-mean,10,2021,Greenland,north,-86.62697167,70.41490626,164.7791561,0.162439926,7.640370066
4206270.902,Supraglacial Lakes,10day-mean,10,2022,Greenland,north,-74.44541293,61.88668683,523.0816173,0.839755394,6.465042074
4670843.878,Supraglacial Lakes,10day-mean,10,2023,Greenland,north,-63.39339521,102.0469622,985.6275138,1.456285526,6.700232931
1762524.426,Supraglacial Lakes,10day-mean,9,2024,Greenland,north,-71.67896021,63.03089584,577.8116553,0.852963532,5.837422341
8147936.975,Supraglacial Lakes,10day-mean,10,2025,Greenland,north,-78.21104064,85.29533304,31.41628526,0.029657719,7.433528393
7806.241679,Lake Ilulissat,10day-mean,6,2000,Greenland,north,-110.0147613,58.66240014,145.3897797,0.152266644,8.811487066
20073.19294,Lake Ilulissat,10day-mean,7,2001,Greenland,north,-117.3185709,25.0707932,717.9154986,0.927274851,9.446946817
30753.16101,Lake Ilulissat,10day-mean,7,2002,Greenland,north,-102.9175517,27.27856775,1.462375744,0.000626,7.854984386
0.0,Lake Ilulissat,GSW-fallback,0,2003,Greenland,north,-118.487652,49.98186702,4.854434754,0.004907704,9.738152408
15440.9176,Lake Ilulissat,10day-mean,7,2004,Greenland,north,-83.68891,65.21059479,18.96943247,0.018436229,8.339097823
6642.811417,Lake Ilulissat,10day-mean,8,2005,Greenland,north,-115.031658,32.26696933,85.45193695,0.088427949,9.375151224
18014.40391,Lake Ilulissat,10day-mean,6,2006,Greenland,north,-87.88810101,51.6207793,60.70697805,0.061216236,8.236953994
21359.93599,Lake Ilulissat,10day-mean,7,2007,Greenland,north,-101.1002871,30.46695159,6.109970813,0.005132069,9.849195079
20116.08437,Lake Ilulissat,10day-mean,9,2008,Greenland,north,-129.9625146,29.67664696,57.31108931,0.058398731,9.352711141
29273.40624,Lake Ilulissat,10day-mean,8,2009,Greenland,north,-122.8602002,24.1629788,14.04312506,0.013563123,8.992445735
20973.91302,Lake Ilulissat,10day-mean,7,2010,Greenland,north,-110.747728,37.41006779,101.86885,0.104406086,10.39555661
9107.281928,Lake Ilulissat,10day-mean,9,2011,Greenland,north,-115.5035382,31.58023339,430.4135601,0.490471423,9.911415761
8506.80186,Lake Ilulissat,10day-mean,9,2012,Greenland,north,-104.3411232,36.15305479,0.0,-7.35e-22,10.81287891
3332.664685,Lake Ilulissat,10day-mean,10,2013,Greenland,north,-113.053204,23.22198009,463.0092698,0.61579097,8.777345203
42010.4535,Lake Ilulissat,10day-mean,9,2014,Greenland,north,-119.3645711,54.78896225,6.458332449,0.006848793,9.989346025
21959.20522,Lake Ilulissat,10day-mean,10,2015,Greenland,north,-117.4027867,22.7211157,228.7638355,0.242627577,8.952168809
27777.15129,Lake Ilulissat,10day-mean,10,2016,Greenland,north,-126.8517454,17.00378039,9.296270207,0.008566842,10.20734122
26190.11761,Lake Ilulissat,10day-mean,10,2017,Greenland,north,-120.710473,43.33469818,49.26735235,0.050023288,8.716705996
32731.11232,Lake Ilulissat,10day-mean,10,2018,Greenland,north,-86.09494267,44.56062303,78.55775012,0.0785913,7.532099009
56226.48692,Lake Ilulissat,10day-mean,10,2019,Greenland,north,-145.0780355,16.46971413,2.73511019,0.003149154,10.75119061
28732.97423,Lake Ilulissat,10day-mean,10,2020,Greenland,north,-104.4410359,45.68002376,49.29000242,0.050078636,8.602296362
59610.01578,Lake Ilulissat,10day-mean,10,2021,Greenland,north,-97.06138348,67.81845525,218.5662811,0.224852068,9.019681876
40562.4329,Lake Ilulissat,10day-mean,10,2022,Greenland,north,-86.1660027,48.27205196,478.2365304,0.635718767,7.756310131
38825.27931,Lake Ilulissat,10day-mean,10,2023,Greenland,north,-69.67089021,84.64349004,895.3576941,0.973627382,7.30560952
32051.5101,Lake Ilulissat,10day-mean,10,2024,Greenland,north,-88.23731197,49.46471418,145.3415487,0.148228121,7.469017406
21722.07442,Lake Ilulissat,10day-mean,9,2025,Greenland,north,-90.21217468,59.15244609,14.23483313,0.014562392,8.487539703
4692764.68,Lake Amitsup Tasia,10day-mean,6,2000,Greenland,north,-81.95115462,77.64997021,2535.073907,266.9415491,6.288989052
6858906.587,Lake Amitsup Tasia,10day-mean,8,2001,Greenland,north,-108.5796317,26.62010127,3159.63233,273.8471419,7.232650354
5822331.937,Lake Amitsup Tasia,10day-mean,7,2002,Greenland,north,-89.6201133,46.59690538,946.1706892,261.2849816,6.510346105
0.0,Lake Amitsup Tasia,10day-mean,1,2003,Greenland,north,-116.7438014,65.24143577,1106.321063,261.5593366,8.060150325
4841947.717,Lake Amitsup Tasia,10day-mean,7,2004,Greenland,north,-85.09305104,68.67780023,900.6279449,261.2464919,7.358645344
2321449.312,Lake Amitsup Tasia,10day-mean,8,2005,Greenland,north,-96.48789461,49.11218757,2024.066696,265.324098,7.63390883
7487616.835,Lake Amitsup Tasia,10day-mean,6,2006,Greenland,north,-81.97948523,74.79453018,1420.918335,261.8693505,6.850229884
3559810.244,Lake Amitsup Tasia,10day-mean,8,2007,Greenland,north,-91.34223661,47.10773312,1546.800772,262.9502038,8.326096482
6398549.335,Lake Amitsup Tasia,10day-mean,8,2008,Greenland,north,-119.2488854,40.52390542,1096.200062,261.5115136,7.24658437
7794292.97,Lake Amitsup Tasia,10day-mean,8,2009,Greenland,north,-113.4366722,31.89527373,1672.662981,262.5249794,6.658094835
6800260.702,Lake Amitsup Tasia,10day-mean,7,2010,Greenland,north,-108.6193455,41.64367231,874.3467749,261.2159624,8.865762574
1807773.129,Lake Amitsup Tasia,10day-mean,9,2011,Greenland,north,-104.1391134,45.97654513,2502.182175,268.4622139,7.581503954
3834323.366,Lake Amitsup Tasia,10day-mean,10,2012,Greenland,north,-100.8579918,42.95421016,922.449817,261.2809905,9.06560889
4363277.871,Lake Amitsup Tasia,10day-mean,9,2013,Greenland,north,-86.90015937,37.08508322,2336.247942,267.4072794,6.351927404
6476327.877,Lake Amitsup Tasia,10day-mean,10,2014,Greenland,north,-96.70640057,64.26805353,2088.576812,265.328682,7.487174403
7240381.546,Lake Amitsup Tasia,10day-mean,10,2015,Greenland,north,-99.85517737,35.35286396,2567.172794,267.5052197,6.684582979
7425028.609,Lake Amitsup Tasia,10day-mean,10,2016,Greenland,north,-115.3039995,24.02192031,1664.730788,262.9915544,8.244042796
7800788.402,Lake Amitsup Tasia,10day-mean,10,2017,Greenland,north,-105.4469149,53.76440154,1699.212804,262.279497,6.680224174
6482349.947,Lake Amitsup Tasia,10day-mean,10,2018,Greenland,north,-70.71317137,60.2519773,2232.343983,265.7920813,6.079299944
11800000.0,Lake Amitsup Tasia,10day-mean,10,2019,Greenland,north,-143.6253936,19.49059176,815.3028503,261.1573298,8.916542121
9175950.014,Lake Amitsup Tasia,10day-mean,10,2020,Greenland,north,-88.93695282,69.53539635,1070.433949,261.41437,6.761851972
8488516.861,Lake Amitsup Tasia,10day-mean,10,2021,Greenland,north,-90.16447756,79.8332832,1488.687848,261.9507784,7.25050041
4534285.325,Lake Amitsup Tasia,10day-mean,10,2022,Greenland,north,-73.23634484,58.37929876,2848.009356,267.825535,5.947754494
6260627.906,Lake Amitsup Tasia,10day-mean,9,2023,Greenland,north,-47.52023139,96.66828351,4325.113647,284.5807145,5.296473439
6423260.164,Lake Amitsup Tasia,10day-mean,10,2024,Greenland,north,-71.99194924,64.25892483,2565.826978,267.5137748,5.744815923
6925210.936,Lake Amitsup Tasia,10day-mean,10,2025,Greenland,north,-83.75616564,76.33724464,1196.662992,261.669902,7.304226769
2790500.172,Lake Sanningasoq,10day-mean,6,2000,Greenland,north,-112.8957879,42.63355606,12.97439236,0.011959751,9.796829523
2242196.281,Lake Sanningasoq,10day-mean,4,2001,Greenland,north,-111.7635742,47.79486348,111.4033368,0.110148814,9.788960904
3763956.013,Lake Sanningasoq,10day-mean,4,2002,Greenland,north,-106.8783381,40.78987015,17.48841418,0.016281162,8.514985886
247208.3192,Lake Sanningasoq,10day-mean,4,2003,Greenland,north,-133.2315822,37.269932,45.88052813,0.045040806,10.59349923
1631901.185,Lake Sanningasoq,10day-mean,4,2004,Greenland,north,-103.9046153,44.55984034,63.82485087,0.063566674,9.867949753
3461735.875,Lake Sanningasoq,10day-mean,7,2005,Greenland,north,-114.3538898,42.70414293,18.02269741,0.015875297,9.433435359
1123941.705,Lake Sanningasoq,10day-mean,9,2006,Greenland,north,-104.9514928,45.70075678,59.06085235,0.057864557,9.164792373
1034363.169,Lake Sanningasoq,10day-mean,7,2007,Greenland,north,-105.6725413,46.53075849,4.539935415,0.00361341,10.6600829
2148079.242,Lake Sanningasoq,10day-mean,9,2008,Greenland,north,-128.8193314,31.90999348,101.4465035,0.100320278,9.825740335
374182.7134,Lake Sanningasoq,10day-mean,9,2009,Greenland,north,-122.7186064,30.85558892,18.44774299,0.017294807,9.551197366
2505234.395,Lake Sanningasoq,10day-mean,8,2010,Greenland,north,-112.9604275,53.6914384,1.64065629,0.001055723,11.44177501
3366152.74,Lake Sanningasoq,10day-mean,9,2011,Greenland,north,-123.2754583,31.43106476,12.70837678,0.012535945,11.06992893
993891.2983,Lake Sanningasoq,10day-mean,7,2012,Greenland,north,-107.477535,53.80688868,0.185390984,2.86e-05,11.8765651
